"identifier","manufacturer","model","year","capacity","range"
"identifier","manufacturer","model","year","capacity","range"
"identifier","manufacturer","model","year","capacity","range"
"identifier","manufacturer","model","year","capacity","range"
"identifier","manufacturer","model","year","capacity","range"
